condition_group,condition,age_group,number_covid19_deaths
Respiratory diseases,Respiratory arrest,55-64,30.280742625096728
Respiratory diseases,Respiratory arrest,55-64,80.9680726714543
Respiratory diseases,Respiratory arrest,55-64,145.47922000318212
Respiratory diseases,Respiratory arrest,55-64,160.61959131573047
Respiratory diseases,Respiratory arrest,55-64,81.62634968504335
Respiratory diseases,Respiratory arrest,55-64,34.88868172022014
Respiratory diseases,Respiratory arrest,55-64,7.899324163068712
Respiratory diseases,Respiratory arrest,65-74,0.6582770135890593
Respiratory diseases,Respiratory arrest,65-74,0.0
Respiratory diseases,Respiratory arrest,65-74,15.140371312548364
Respiratory diseases,Respiratory arrest,65-74,194.1917190087725
Respiratory diseases,Respiratory arrest,65-74,105.32432217424949
Respiratory diseases,Respiratory arrest,65-74,39.49662081534356
Respiratory diseases,Respiratory arrest,65-74,79.65151864427618
Respiratory diseases,Respiratory arrest,65-74,90.18395086170112
Respiratory diseases,Respiratory arrest,65-74,48.71249900559039
Respiratory diseases,Respiratory arrest,65-74,69.11908642685123
Respiratory diseases,Respiratory arrest,65-74,130.33884869063374
Respiratory diseases,Respiratory arrest,65-74,277.134622720994
Respiratory diseases,Respiratory arrest,65-74,309.3901963868579
Respiratory diseases,Respiratory arrest,65-74,124.41435556833221
Respiratory diseases,Respiratory arrest,65-74,57.92837719583722
Respiratory diseases,Respiratory arrest,65-74,11.190709231014008
Respiratory diseases,Respiratory arrest,75-84,0.0
Respiratory diseases,Respiratory arrest,75-84,0.6582770135890593
Respiratory diseases,Respiratory arrest,75-84,24.356249502795194
Respiratory diseases,Respiratory arrest,75-84,260.6776973812675
Respiratory diseases,Respiratory arrest,75-84,133.63023375857904
Respiratory diseases,Respiratory arrest,75-84,61.21976226378252
Respiratory diseases,Respiratory arrest,75-84,96.10844398400266
Respiratory diseases,Respiratory arrest,75-84,96.10844398400266
Respiratory diseases,Respiratory arrest,75-84,64.51114733172781
Respiratory diseases,Respiratory arrest,75-84,98.7415520383589
Respiratory diseases,Respiratory arrest,75-84,211.9651983756771
Respiratory diseases,Respiratory arrest,75-84,414.0562415475183
Respiratory diseases,Respiratory arrest,75-84,433.146274941601
Respiratory diseases,Respiratory arrest,75-84,168.5189154787992
Respiratory diseases,Respiratory arrest,75-84,74.38530253556371
Respiratory diseases,Respiratory arrest,75-84,9.87415520383589
Respiratory diseases,Respiratory arrest,85+,0.0
Respiratory diseases,Respiratory arrest,85+,0.0
Respiratory diseases,Respiratory arrest,85+,29.62246561150767
Respiratory diseases,Respiratory arrest,85+,326.5053987401734
Respiratory diseases,Respiratory arrest,85+,191.55861095441625
Respiratory diseases,Respiratory arrest,85+,67.80253239967311
Respiratory diseases,Respiratory arrest,85+,114.54020036449633
Respiratory diseases,Respiratory arrest,85+,121.78124751397597
Respiratory diseases,Respiratory arrest,85+,102.69121411989326
Respiratory diseases,Respiratory arrest,85+,106.64087620142762
Respiratory diseases,Respiratory arrest,85+,289.6418859791861
Respiratory diseases,Respiratory arrest,85+,510.164685531521
Respiratory diseases,Respiratory arrest,85+,495.68259123256166
Respiratory diseases,Respiratory arrest,85+,186.95067185929284
Respiratory diseases,Respiratory arrest,85+,73.72702552197464
Respiratory diseases,Respiratory arrest,85+,13.165540271781186
Respiratory diseases,Respiratory arrest,All Ages,0.6582770135890593
Respiratory diseases,Respiratory arrest,All Ages,0.6582770135890593
Respiratory diseases,Respiratory arrest,All Ages,87.55084280734489
Respiratory diseases,Respiratory arrest,All Ages,947.9188995682455
Respiratory diseases,Respiratory arrest,All Ages,511.4812395586991
Respiratory diseases,Respiratory arrest,All Ages,213.28175240285523
Respiratory diseases,Respiratory arrest,All Ages,384.43377593601065
Respiratory diseases,Respiratory arrest,All Ages,392.99137711266843
Respiratory diseases,Respiratory arrest,All Ages,260.01942036767844
Respiratory diseases,Respiratory arrest,All Ages,323.8722906858172
Respiratory diseases,Respiratory arrest,All Ages,745.1695793828152
Respiratory diseases,Respiratory arrest,All Ages,1428.4611194882586
Respiratory diseases,Respiratory arrest,All Ages,1479.8067265482055
Respiratory diseases,Respiratory arrest,All Ages,599.0320823660439
Respiratory diseases,Respiratory arrest,All Ages,260.01942036767844
Respiratory diseases,Respiratory arrest,All Ages,45.421113937645096
Respiratory diseases,Other diseases of the respiratory system,0-24,0.0
Respiratory diseases,Other diseases of the respiratory system,0-24,0.0
Respiratory diseases,Other diseases of the respiratory system,0-24,0.6582770135890593
Respiratory diseases,Other diseases of the respiratory system,0-24,2.6331080543562373
Respiratory diseases,Other diseases of the respiratory system,0-24,1.3165540271781186
Respiratory diseases,Other diseases of the respiratory system,0-24,2.6331080543562373
Respiratory diseases,Other diseases of the respiratory system,0-24,4.607939095123415
Respiratory diseases,Other diseases of the respiratory system,0-24,2.6331080543562373
Respiratory diseases,Other diseases of the respiratory system,0-24,3.2913850679452965
Respiratory diseases,Other diseases of the respiratory system,0-24,0.6582770135890593
Respiratory diseases,Other diseases of the respiratory system,0-24,1.974831040767178
Respiratory diseases,Other diseases of the respiratory system,0-24,5.266216108712475
Respiratory diseases,Other diseases of the respiratory system,0-24,10.53243221742495
Respiratory diseases,Other diseases of the respiratory system,0-24,7.241047149479653
Respiratory diseases,Other diseases of the respiratory system,0-24,1.974831040767178
Respiratory diseases,Other diseases of the respiratory system,0-24,0.0
Respiratory diseases,Other diseases of the respiratory system,25-34,0.0
Respiratory diseases,Other diseases of the respiratory system,25-34,0.0
Respiratory diseases,Other diseases of the respiratory system,25-34,2.6331080543562373
Respiratory diseases,Other diseases of the respiratory system,25-34,6.582770135890593
Respiratory diseases,Other diseases of the respiratory system,25-34,5.924493122301534
Respiratory diseases,Other diseases of the respiratory system,25-34,5.924493122301534
Respiratory diseases,Other diseases of the respiratory system,25-34,13.823817285370247
Respiratory diseases,Other diseases of the respiratory system,25-34,9.87415520383589
Respiratory diseases,Other diseases of the respiratory system,25-34,4.607939095123415
Respiratory diseases,Other diseases of the respiratory system,25-34,5.266216108712475
Respiratory diseases,Other diseases of the respiratory system,25-34,14.482094298959305
Respiratory diseases,Other diseases of the respiratory system,25-34,19.09003339408272
Respiratory diseases,Other diseases of the respiratory system,25-34,21.72314144843896
